"LOCATION","Country","SKILL","Skills","Value","Flag Codes","Flags"
"BRA","Brazil","05-3","reading comprehension",-0.067,,
"BRA","Brazil","05-4","speaking",0.039,,
"BRA","Brazil","05-5","writing",0.01,,
"BRA","Brazil","05","communication skills",-0.01,,
"BRA","Brazil","06-1","computer programming",0.005,,
"BRA","Brazil","06-2","digital content creation",-0.04,,
"BRA","Brazil","06-3","digital data processing",-0.022,,
"BRA","Brazil","06-4","ict safety, networks and servers",0.004,,
"BRA","Brazil","06-5","office tools and collaboration software",-0.032,,
"BRA","Brazil","06-6","web development and cloud technologies",0.003,,
"BRA","Brazil","06","digital skills",-0.024,,
"BRA","Brazil","07-1","law and government",-0.017,,
"BRA","Brazil","07-2","public safety and security",0.097,,
"BRA","Brazil","07","law and public safety knowledge",0.087,,
"BRA","Brazil","08-1","medicine and dentistry",0.196,,
"BRA","Brazil","08-2","psychology, therapy, counselling",0.126,,
"BRA","Brazil","08","medicine knowledge",0.331,,
"BRA","Brazil","09-1","auditory and speech abilities",0.041,,
"BRA","Brazil","09-2","physical abilities",0.124,,
"BRA","Brazil","09-3","psychomotor abilities",0.23,,
"BRA","Brazil","09","physical skills",0.271,,
"BRA","Brazil","10-1","building and construction",-0.002,,
"BRA","Brazil","10-2","design",-0.101,,
"BRA","Brazil","10-3","engineering, mechanics and technology",-0.056,,
"BRA","Brazil","10-4","food production",0.209,,
"BRA","Brazil","10-5","installation and maintenance",-0.033,,
"BRA","Brazil","10-6","production and processing",-0.026,,
"BRA","Brazil","10-7","quality control analysis",-0.014,,
"BRA","Brazil","10-8","telecommunications",-0.075,,
"BRA","Brazil","10-9","transportation",-0.087,,
"BRA","Brazil","10","production and technology knowledge",-0.024,,
"BRA","Brazil","11-1","administration and management",-0.098,,
"BRA","Brazil","11-2","management of financial resources",-0.087,,
"BRA","Brazil","11-3","management of material resources",-0.271,,
"BRA","Brazil","11-4","management of personnel resources",-0.037,,
"BRA","Brazil","11-5","time management",0.02,,
"BRA","Brazil","11","resource management",-0.175,,
"BRA","Brazil","12-1","biology",0.111,,
"BRA","Brazil","12-2","chemistry",0.049,,
"BRA","Brazil","12-3","geography",-0.045,,
"BRA","Brazil","12-4","physics",-0.002,,
"BRA","Brazil","12-5","sociology and anthropology",0.064,,
"BRA","Brazil","12","scientific knowledge",0.077,,
"BRA","Brazil","13-1","coordination",0.041,,
"BRA","Brazil","13-2","judgment and decision making",0.073,,
"BRA","Brazil","13-3","persuasion and negotiation",-0.108,,
"BRA","Brazil","13-4","social perceptiveness",0.155,,
"BRA","Brazil","13","social skills",0.096,,
"BRA","Brazil","14-1","training and education",0.113,,
"BRA","Brazil","14","training and education",0.233,,
"BGR","Bulgaria","01-1","fine arts",0.035,,
"BGR","Bulgaria","01-2","history and archaeology",-0.082,,
"BGR","Bulgaria","01-3","philosophy and theology",-0.25,,
"BGR","Bulgaria","01","arts and humanities knowledge",-0.179,,
"BGR","Bulgaria","02-1","adaptability/resilience",-0.175,,
"BGR","Bulgaria","02-2","motivation/commitment",-0.166,,
"BGR","Bulgaria","02-3","self-management/rigour",-0.04,,
"BGR","Bulgaria","02-4","values",-0.106,,
"BGR","Bulgaria","02","attitudes",-0.228,,
"BGR","Bulgaria","03-1","clerical",-0.082,,
"BGR","Bulgaria","03-2","customer and personal service",-0.227,,
"BGR","Bulgaria","03-3","sales and marketing",-0.244,,
"BGR","Bulgaria","03","business processes",-0.346,,
"BGR","Bulgaria","04-1","learning",0.179,,
"BGR","Bulgaria","04-2","originality",-0.082,,
"BGR","Bulgaria","04-3","quantitative abilities",0.036,,
"BGR","Bulgaria","04-4","reasoning and problem-solving",0.003,,
"BGR","Bulgaria","04","cognitive skills",0.08,,
"BGR","Bulgaria","05-1","active listening",-0.045,,
"BGR","Bulgaria","05-2","communications and media",-0.067,,
"BGR","Bulgaria","05-3","reading comprehension",0.028,,
"BGR","Bulgaria","05-4","speaking",-0.095,,
"BGR","Bulgaria","05-5","writing",0.006,,
"BGR","Bulgaria","05","communication skills",-0.066,,
"BGR","Bulgaria","06-1","computer programming",0.048,,
"BGR","Bulgaria","06-2","digital content creation",0.05,,
"BGR","Bulgaria","06-3","digital data processing",0.02,,
"BGR","Bulgaria","06-4","ict safety, networks and servers",0.02,,
"BGR","Bulgaria","06-5","office tools and collaboration software",-0.011,,
"BGR","Bulgaria","06-6","web development and cloud technologies",0.018,,
"BGR","Bulgaria","06","digital skills",0.05,,
"BGR","Bulgaria","07-1","law and government",-0.027,,
"BGR","Bulgaria","07-2","public safety and security",-0.04,,
"BGR","Bulgaria","07","law and public safety knowledge",-0.063,,
"BGR","Bulgaria","08-1","medicine and dentistry",0.021,,
"BGR","Bulgaria","08-2","psychology, therapy, counselling",0.206,,
"BGR","Bulgaria","08","medicine knowledge",0.233,,
"BGR","Bulgaria","09-1","auditory and speech abilities",0.114,,
"BGR","Bulgaria","09-2","physical abilities",-0.053,,
"BGR","Bulgaria","09-3","psychomotor abilities",-0.258,,
"BGR","Bulgaria","09","physical skills",-0.101,,
"BGR","Bulgaria","10-1","building and construction",0.004,,
"BGR","Bulgaria","10-2","design",-0.18,,
"BGR","Bulgaria","10-3","engineering, mechanics and technology",0.077,,
"BGR","Bulgaria","10-4","food production",-0.276,,
"BGR","Bulgaria","10-5","installation and maintenance",0.079,,
"BGR","Bulgaria","10-6","production and processing",0.027,,
"BGR","Bulgaria","10-7","quality control analysis",0.019,,
"BGR","Bulgaria","10-8","telecommunications",0.019,,
"BGR","Bulgaria","10-9","transportation",0.084,,
"BGR","Bulgaria","10","production and technology knowledge",-0.01,,
"BGR","Bulgaria","11-1","administration and management",-0.204,,
"BGR","Bulgaria","11-2","management of financial resources",-0.13,,
"BGR","Bulgaria","11-3","management of material resources",-0.236,,
"BGR","Bulgaria","11-4","management of personnel resources",-0.129,,
"BGR","Bulgaria","11-5","time management",-0.072,,
"BGR","Bulgaria","11","resource management",-0.29,,
"BGR","Bulgaria","12-1","biology",-0.109,,
"BGR","Bulgaria","12-2","chemistry",-0.058,,
"BGR","Bulgaria","12-3","geography",0.098,,
"BGR","Bulgaria","12-4","physics",0.052,,
"BGR","Bulgaria","12-5","sociology and anthropology",0.092,,
"BGR","Bulgaria","12","scientific knowledge",0.047,,
"BGR","Bulgaria","13-1","coordination",-0.094,,
"BGR","Bulgaria","13-2","judgment and decision making",-0.132,,
"BGR","Bulgaria","13-3","persuasion and negotiation",-0.146,,
"BGR","Bulgaria","13-4","social perceptiveness",0.012,,
"BGR","Bulgaria","13","social skills",-0.167,,
"BGR","Bulgaria","14-1","training and education",0.106,,
"BGR","Bulgaria","14","training and education",0.217,,
"CHL","Chile","01-1","fine arts",0.085,,
"CHL","Chile","01-2","history and archaeology",-0.032,,
"CHL","Chile","01-3","philosophy and theology",0.036,,
"CHL","Chile","01","arts and humanities knowledge",0.066,,
"CHL","Chile","02-1","adaptability/resilience",-0.013,,
"CHL","Chile","02-2","motivation/commitment",-0.232,,
"CHL","Chile","02-3","self-management/rigour",-0.227,,
"CHL","Chile","02-4","values",-0.285,,
"CHL","Chile","02","attitudes",-0.337,,
"CHL","Chile","03-1","clerical",-0.059,,
"CHL","Chile","03-2","customer and personal service",-0.278,,
"CHL","Chile","03-3","sales and marketing",0.094,,
"CHL","Chile","03","business processes",-0.133,,
"CHL","Chile","04-1","learning",0.207,,
"CHL","Chile","04-2","originality",0.14,,
"CHL","Chile","04-3","quantitative abilities",-0.217,,
"CHL","Chile","04-4","reasoning and problem-solving",0.072,,
"CHL","Chile","04","cognitive skills",0.131,,
"CHL","Chile","05-1","active listening",-0.078,,
"CHL","Chile","05-2","communications and media",-0.088,,
"CHL","Chile","05-3","reading comprehension",0.091,,
"CHL","Chile","05-4","speaking",-0.021,,
"CHL","Chile","05-5","writing",0.035,,
"CHL","Chile","05","communication skills",0.001,,
"CHL","Chile","06-1","computer programming",0.105,,
"CHL","Chile","06-2","digital content creation",0.17,,
"CHL","Chile","06-3","digital data processing",0.017,,
"CHL","Chile","06-4","ict safety, networks and servers",-0.048,,
"CHL","Chile","06-5","office tools and collaboration software",-0.002,,
"CHL","Chile","06-6","web development and cloud technologies",-0.092,,
"CHL","Chile","06","digital skills",0.066,,
"CHL","Chile","07-1","law and government",0.109,,
"CHL","Chile","07-2","public safety and security",-0.419,,
"CHL","Chile","07","law and public safety knowledge",-0.259,,
"CHL","Chile","08-1","medicine and dentistry",-0.13,,
"CHL","Chile","08-2","psychology, therapy, counselling",0.229,,
"CHL","Chile","08","medicine knowledge",0.134,,
"CHL","Chile","09-1","auditory and speech abilities",-0.046,,
"CHL","Chile","09-2","physical abilities",-0.475,,
"CHL","Chile","09-3","psychomotor abilities",-0.407,,
"CHL","Chile","09","physical skills",-0.58,,
"CHL","Chile","10-1","building and construction",-0.312,,
"CHL","Chile","10-2","design",0.029,,
"CHL","Chile","10-3","engineering, mechanics and technology",-0.031,,
"CHL","Chile","10-4","food production",-0.139,,
"CHL","Chile","10-5","installation and maintenance",-0.58,,
"CHL","Chile","10-6","production and processing",-0.197,,
"CHL","Chile","10-7","quality control analysis",-0.035,,
"CHL","Chile","10-8","telecommunications",-0.012,,
"CHL","Chile","10-9","transportation",-0.846,,
"CHL","Chile","10","production and technology knowledge",-0.433,,
"CHL","Chile","11-1","administration and management",0.033,,
"CHL","Chile","11-2","management of financial resources",0.069,,
"CHL","Chile","11-3","management of material resources",-0.076,,
"CHL","Chile","11-4","management of personnel resources",0.024,,
"CHL","Chile","11-5","time management",-0.102,,
"CHL","Chile","11","resource management",-0.003,,
"CHL","Chile","12-1","biology",-0.118,,
"CHL","Chile","12-2","chemistry",-0.02,,
"CHL","Chile","12-3","geography",0.239,,
"CHL","Chile","12-4","physics",0.024,,
"CHL","Chile","12-5","sociology and anthropology",0.157,,
"CHL","Chile","12","scientific knowledge",0.137,,
"CHL","Chile","13-1","coordination",-0.093,,
"CHL","Chile","13-2","judgment and decision making",-0.047,,
"CHL","Chile","13-3","persuasion and negotiation",0.128,,
"CHL","Chile","13-4","social perceptiveness",-0.147,,
"CHL","Chile","13","social skills",-0.026,,
"CHL","Chile","14-1","training and education",0.124,,
"CHL","Chile","14","training and education",0.254,,
"CYP","Cyprus","01-1","fine arts",0.019,,
"CYP","Cyprus","01-2","history and archaeology",0.036,,
"CYP","Cyprus","01-3","philosophy and theology",-0.065,,
"CYP","Cyprus","01","arts and humanities knowledge",0.004,,
"CYP","Cyprus","02-1","adaptability/resilience",-0.163,,
"CYP","Cyprus","02-2","motivation/commitment",-0.345,,
"CYP","Cyprus","02-3","self-management/rigour",-0.136,,
"CYP","Cyprus","02-4","values",-0.089,,
"CYP","Cyprus","02","attitudes",-0.344,,
"CYP","Cyprus","03-1","clerical",-0.187,,
"CYP","Cyprus","03-2","customer and personal service",-0.388,,
"CYP","Cyprus","03-3","sales and marketing",-0.302,,
"CYP","Cyprus","03","business processes",-0.549,,
"CYP","Cyprus","04-1","learning",0.093,,
"CYP","Cyprus","04-2","originality",-0.172,,
"CYP","Cyprus","04-3","quantitative abilities",0.023,,
"CYP","Cyprus","04-4","reasoning and problem-solving",0.021,,
"CYP","Cyprus","04","cognitive skills",0.003,,
"CYP","Cyprus","05-1","active listening",-0.361,,
"CYP","Cyprus","05-2","communications and media",-0.115,,
"CYP","Cyprus","05-3","reading comprehension",-0.163,,
"CYP","Cyprus","05-4","speaking",-0.138,,
"CYP","Cyprus","05-5","writing",-0.045,,
"CYP","Cyprus","05","communication skills",-0.31,,
"CYP","Cyprus","06-1","computer programming",0.116,,
"CYP","Cyprus","06-2","digital content creation",0.172,,
"CYP","Cyprus","06-3","digital data processing",0.009,,
"CYP","Cyprus","06-4","ict safety, networks and servers",0.078,,
"CYP","Cyprus","06-5","office tools and collaboration software",-0.001,,
"CYP","Cyprus","06-6","web development and cloud technologies",0.053,,
"CYP","Cyprus","06","digital skills",0.146,,
"CYP","Cyprus","07-1","law and government",-0.067,,
"CYP","Cyprus","07-2","public safety and security",0.066,,
"CYP","Cyprus","07","law and public safety knowledge",0.016,,
"CYP","Cyprus","08-1","medicine and dentistry",0.006,,
"CYP","Cyprus","08-2","psychology, therapy, counselling",-0.016,,
"CYP","Cyprus","08","medicine knowledge",-0.008,,
"CYP","Cyprus","09-1","auditory and speech abilities",0.051,,
"CYP","Cyprus","09-2","physical abilities",-0.119,,
"CYP","Cyprus","09-3","psychomotor abilities",-0.091,,
"CYP","Cyprus","09","physical skills",-0.089,,
"CYP","Cyprus","10-1","building and construction",0.526,,
"CYP","Cyprus","10-2","design",-0.001,,
"CYP","Cyprus","10-3","engineering, mechanics and technology",0.262,,
"CYP","Cyprus","10-4","food production",-0.563,,
"CYP","Cyprus","10-5","installation and maintenance",-0.026,,
"CYP","Cyprus","10-6","production and processing",0.114,,
"CYP","Cyprus","10-7","quality control analysis",0.131,,
"CYP","Cyprus","10-8","telecommunications",0.114,,
"CYP","Cyprus","10-9","transportation",0,,
"CYP","Cyprus","10","production and technology knowledge",0.16,,
"CYP","Cyprus","11-1","administration and management",-0.104,,
"CYP","Cyprus","11-2","management of financial resources",-0.048,,
"CYP","Cyprus","11-3","management of material resources",-0.414,,
"CYP","Cyprus","11-4","management of personnel resources",-0.084,,
"CYP","Cyprus","11-5","time management",-0.128,,
"CYP","Cyprus","11","resource management",-0.292,,
"CYP","Cyprus","12-1","biology",0.002,,
"CYP","Cyprus","12-2","chemistry",0.221,,
"CYP","Cyprus","12-3","geography",0.108,,
"CYP","Cyprus","12-4","physics",0.138,,
"CYP","Cyprus","12-5","sociology and anthropology",-0.178,,
"CYP","Cyprus","12","scientific knowledge",0.137,,
"CYP","Cyprus","13-1","coordination",-0.132,,
"CYP","Cyprus","13-2","judgment and decision making",-0.08,,
"CYP","Cyprus","13-3","persuasion and negotiation",-0.08,,
"CYP","Cyprus","13-4","social perceptiveness",-0.117,,
"CYP","Cyprus","13","social skills",-0.192,,
"CYP","Cyprus","14-1","training and education",-0.051,,
"CYP","Cyprus","14","training and education",-0.095,,
"EST","Estonia","01-1","fine arts",-0.005,,
"EST","Estonia","01-2","history and archaeology",0.074,,
"EST","Estonia","01-3","philosophy and theology",0.542,,
"EST","Estonia","01","arts and humanities knowledge",0.419,,
"EST","Estonia","02-1","adaptability/resilience",0.041,,
"EST","Estonia","02-2","motivation/commitment",-0.35,,
"EST","Estonia","02-3","self-management/rigour",-0.203,,
"EST","Estonia","02-4","values",-0.002,,
"EST","Estonia","02","attitudes",-0.235,,
"EST","Estonia","03-1","clerical",0.058,,
"EST","Estonia","03-2","customer and personal service",-0.238,,
"EST","Estonia","03-3","sales and marketing",0.223,,
"EST","Estonia","03","business processes",0.068,,
"EST","Estonia","04-1","learning",0.268,,
"EST","Estonia","04-2","originality",0.16,,
"EST","Estonia","04-3","quantitative abilities",-0.417,,
"EST","Estonia","04-4","reasoning and problem-solving",0.144,,
"EST","Estonia","04","cognitive skills",0.131,,
"EST","Estonia","05-1","active listening",-0.175,,
"EST","Estonia","05-2","communications and media",-0.028,,
"EST","Estonia","05-3","reading comprehension",0.211,,
"EST","Estonia","05-4","speaking",0.102,,
"EST","Estonia","05-5","writing",0.106,,
"EST","Estonia","05","communication skills",0.108,,
"EST","Estonia","06-1","computer programming",0.07,,
"EST","Estonia","06-2","digital content creation",0.045,,
"EST","Estonia","06-3","digital data processing",0.031,,
"EST","Estonia","06-4","ict safety, networks and servers",0.038,,
"EST","Estonia","06-5","office tools and collaboration software",0.102,,
"EST","Estonia","06-6","web development and cloud technologies",-0.02,,
"EST","Estonia","06","digital skills",0.093,,
"EST","Estonia","07-1","law and government",0.312,,
"EST","Estonia","07-2","public safety and security",-0.2,,
"EST","Estonia","07","law and public safety knowledge",0.164,,
"EST","Estonia","08-1","medicine and dentistry",-0.121,,
"EST","Estonia","08-2","psychology, therapy, counselling",0.081,,
"EST","Estonia","08","medicine knowledge",-0.013,,
"EST","Estonia","09-1","auditory and speech abilities",0.04,,
"EST","Estonia","09-2","physical abilities",-0.67,,
"EST","Estonia","09-3","psychomotor abilities",-0.425,,
"EST","Estonia","09","physical skills",-0.652,,
"EST","Estonia","10-1","building and construction",-0.604,,
"EST","Estonia","10-2","design",0.012,,
"EST","Estonia","10-3","engineering, mechanics and technology",-0.111,,
"EST","Estonia","10-4","food production",-0.381,,
"EST","Estonia","10-5","installation and maintenance",-0.74,,
"EST","Estonia","10-6","production and processing",-0.125,,
"EST","Estonia","10-7","quality control analysis",-0.086,,
"EST","Estonia","10-8","telecommunications",0.078,,
"EST","Estonia","10-9","transportation",-0.707,,
"EST","Estonia","10","production and technology knowledge",-0.549,,
"EST","Estonia","11-1","administration and management",0.242,,
"EST","Estonia","11-2","management of financial resources",0.339,,
"EST","Estonia","11-3","management of material resources",-0.238,,
"EST","Estonia","11-4","management of personnel resources",0.187,,
"EST","Estonia","11-5","time management",-0.046,,
"EST","Estonia","11","resource management",0.228,,
"EST","Estonia","12-1","biology",-0.067,,
"EST","Estonia","12-2","chemistry",0.017,,
"EST","Estonia","12-3","geography",0.015,,
"EST","Estonia","12-4","physics",-0.047,,
"EST","Estonia","12-5","sociology and anthropology",0.087,,
"EST","Estonia","12","scientific knowledge",0.013,,
"EST","Estonia","13-1","coordination",-0.059,,
"EST","Estonia","13-2","judgment and decision making",0.065,,
"EST","Estonia","13-3","persuasion and negotiation",0.677,,
"EST","Estonia","13-4","social perceptiveness",-0.285,,
"EST","Estonia","13","social skills",0.247,,
"EST","Estonia","14-1","training and education",0.08,,
"EST","Estonia","14","training and education",0.164,,
"LVA","Latvia","01-1","fine arts",0.078,,
"LVA","Latvia","01-2","history and archaeology",-0.067,,
"LVA","Latvia","01-3","philosophy and theology",-0.277,,
"LVA","Latvia","01","arts and humanities knowledge",-0.151,,
"LVA","Latvia","02-1","adaptability/resilience",0.026,,
"LVA","Latvia","02-2","motivation/commitment",-0.026,,
"LVA","Latvia","02-3","self-management/rigour",-0.057,,
"LVA","Latvia","02-4","values",0.048,,
"LVA","Latvia","02","attitudes",0.006,,
"LVA","Latvia","03-1","clerical",-0.007,,
"LVA","Latvia","03-2","customer and personal service",-0.014,,
"LVA","Latvia","03-3","sales and marketing",-0.085,,
"LVA","Latvia","03","business processes",-0.066,,
"LVA","Latvia","04-1","learning",-0.016,,
"LVA","Latvia","04-2","originality",0.098,,
"LVA","Latvia","04-3","quantitative abilities",-0.134,,
"LVA","Latvia","04-4","reasoning and problem-solving",0.037,,
"LVA","Latvia","04","cognitive skills",0.011,,
"LVA","Latvia","05-1","active listening",-0.025,,
"LVA","Latvia","05-2","communications and media",0.013,,
"LVA","Latvia","05-3","reading comprehension",0.162,,
"LVA","Latvia","05-4","speaking",0.027,,
"LVA","Latvia","05-5","writing",0.037,,
"LVA","Latvia","05","communication skills",0.091,,
"LVA","Latvia","06-1","computer programming",0.065,,
"LVA","Latvia","06-2","digital content creation",0.225,,
"LVA","Latvia","06-3","digital data processing",0.007,,
"LVA","Latvia","06-4","ict safety, networks and servers",-0.01,,
"LVA","Latvia","06-5","office tools and collaboration software",-0.023,,
"LVA","Latvia","06-6","web development and cloud technologies",0.007,,
"LVA","Latvia","06","digital skills",0.095,,
"LVA","Latvia","07-1","law and government",0.031,,
"LVA","Latvia","07-2","public safety and security",-0.066,,
"LVA","Latvia","07","law and public safety knowledge",-0.024,,
"LVA","Latvia","08-1","medicine and dentistry",0.114,,
"LVA","Latvia","08-2","psychology, therapy, counselling",0.21,,
"LVA","Latvia","08","medicine knowledge",0.334,,
"LVA","Latvia","09-1","auditory and speech abilities",0.008,,
"LVA","Latvia","09-2","physical abilities",-0.146,,
"LVA","Latvia","09-3","psychomotor abilities",0.051,,
"LVA","Latvia","09","physical skills",-0.043,,
"LVA","Latvia","10-1","building and construction",-0.333,,
"LVA","Latvia","10-2","design",0.092,,
"LVA","Latvia","10-3","engineering, mechanics and technology",0.068,,
"LVA","Latvia","10-4","food production",0.104,,
"LVA","Latvia","10-5","installation and maintenance",-0.197,,
"LVA","Latvia","10-6","production and processing",0.06,,
"LVA","Latvia","10-7","quality control analysis",0.068,,
"LVA","Latvia","10-8","telecommunications",0.01,,
"LVA","Latvia","10-9","transportation",-0.103,,
"LVA","Latvia","10","production and technology knowledge",-0.021,,
"LVA","Latvia","11-1","administration and management",-0.045,,
"LVA","Latvia","11-2","management of financial resources",-0.039,,
"LVA","Latvia","11-3","management of material resources",-0.303,,
"LVA","Latvia","11-4","management of personnel resources",-0.014,,
"LVA","Latvia","11-5","time management",-0.013,,
"LVA","Latvia","11","resource management",-0.155,,
"LVA","Latvia","12-1","biology",0.111,,
"LVA","Latvia","12-2","chemistry",0.19,,
"LVA","Latvia","12-3","geography",0.208,,
"LVA","Latvia","12-4","physics",0.087,,
"LVA","Latvia","12-5","sociology and anthropology",0.166,,
"LVA","Latvia","12","scientific knowledge",0.313,,
"LVA","Latvia","13-1","coordination",0.012,,
"LVA","Latvia","13-2","judgment and decision making",0.034,,
"LVA","Latvia","13-3","persuasion and negotiation",-0.027,,
"LVA","Latvia","13-4","social perceptiveness",0.024,,
"LVA","Latvia","13","social skills",0.026,,
"LVA","Latvia","14-1","training and education",0.093,,
"LVA","Latvia","14","training and education",0.192,,
"LTU","Lithuania","01-1","fine arts",0.012,,
"LTU","Lithuania","01-2","history and archaeology",0.05,,
"LTU","Lithuania","01-3","philosophy and theology",-0.213,,
"LTU","Lithuania","01","arts and humanities knowledge",-0.082,,
"LTU","Lithuania","02-1","adaptability/resilience",-0.02,,
"LTU","Lithuania","02-2","motivation/commitment",0.138,,
"LTU","Lithuania","02-3","self-management/rigour",-0.033,,
"LTU","Lithuania","02-4","values",0.112,,
"LTU","Lithuania","02","attitudes",0.108,,
"LTU","Lithuania","03-1","clerical",-0.028,,
"LTU","Lithuania","03-2","customer and personal service",0.131,,
"LTU","Lithuania","03-3","sales and marketing",-0.009,,
"LTU","Lithuania","03","business processes",0.071,,
"LTU","Lithuania","04-1","learning",0.311,,
"LTU","Lithuania","04-2","originality",0.077,,
"LTU","Lithuania","04-3","quantitative abilities",-0.173,,
"LTU","Lithuania","04-4","reasoning and problem-solving",-0.077,,
"LTU","Lithuania","04","cognitive skills",0.102,,
"LTU","Lithuania","05-1","active listening",0.044,,
"LTU","Lithuania","05-2","communications and media",0.039,,
"LTU","Lithuania","05-3","reading comprehension",-0.046,,
"LTU","Lithuania","05-4","speaking",0.043,,
"LTU","Lithuania","05-5","writing",-0.02,,
"LTU","Lithuania","05","communication skills",0.031,,
"LTU","Lithuania","06-1","computer programming",-0.133,,
"LTU","Lithuania","06-2","digital content creation",-0.246,,
"LTU","Lithuania","06-3","digital data processing",-0.095,,
"LTU","Lithuania","06-4","ict safety, networks and servers",-0.075,,
"LTU","Lithuania","06-5","office tools and collaboration software",-0.091,,
"LTU","Lithuania","06-6","web development and cloud technologies",-0.018,,
"LTU","Lithuania","06","digital skills",-0.206,,
"LTU","Lithuania","07-1","law and government",-0.058,,
"LTU","Lithuania","07-2","public safety and security",-0.097,,
"LTU","Lithuania","07","law and public safety knowledge",-0.145,,
"LTU","Lithuania","08-1","medicine and dentistry",0.133,,
"LTU","Lithuania","08-2","psychology, therapy, counselling",0.23,,
"LTU","Lithuania","08","medicine knowledge",0.373,,
"LTU","Lithuania","09-1","auditory and speech abilities",0.048,,
"LTU","Lithuania","09-2","physical abilities",-0.044,,
"LTU","Lithuania","09-3","psychomotor abilities",-0.189,,
"LTU","Lithuania","09","physical skills",-0.106,,
"LTU","Lithuania","10-1","building and construction",-0.425,,
"LTU","Lithuania","10-2","design",-0.136,,
"LTU","Lithuania","10-3","engineering, mechanics and technology",-0.407,,
"LTU","Lithuania","10-4","food production",0.163,,
"LTU","Lithuania","10-5","installation and maintenance",-0.1,,
"LTU","Lithuania","10-6","production and processing",-0.276,,
"LTU","Lithuania","10-7","quality control analysis",-0.243,,
"LTU","Lithuania","10-8","telecommunications",-0.17,,
"LTU","Lithuania","10-9","transportation",-0.068,,
"LTU","Lithuania","10","production and technology knowledge",-0.336,,
"LTU","Lithuania","11-1","administration and management",-0.071,,
"LTU","Lithuania","11-2","management of financial resources",-0.065,,
"LTU","Lithuania","11-3","management of material resources",-0.097,,
"LTU","Lithuania","11-4","management of personnel resources",0.006,,
"LTU","Lithuania","11-5","time management",0.008,,
"LTU","Lithuania","11","resource management",-0.081,,
"LTU","Lithuania","12-1","biology",-0.077,,
"LTU","Lithuania","12-2","chemistry",-0.195,,
"LTU","Lithuania","12-3","geography",-0.171,,
"LTU","Lithuania","12-4","physics",-0.255,,
"LTU","Lithuania","12-5","sociology and anthropology",0.138,,
"LTU","Lithuania","12","scientific knowledge",-0.194,,
"LTU","Lithuania","13-1","coordination",0.025,,
"LTU","Lithuania","13-2","judgment and decision making",0.005,,
"LTU","Lithuania","13-3","persuasion and negotiation",-0.039,,
"LTU","Lithuania","13-4","social perceptiveness",-0.129,,
"LTU","Lithuania","13","social skills",-0.06,,
"LTU","Lithuania","14-1","training and education",0.3,,
"LTU","Lithuania","14","training and education",0.617,,
"MYS","Malaysia","01-1","fine arts",0.132,,
"MYS","Malaysia","01-2","history and archaeology",0.139,,
"MYS","Malaysia","01-3","philosophy and theology",-0.02,,
"MYS","Malaysia","01","arts and humanities knowledge",0.175,,
"MYS","Malaysia","02-1","adaptability/resilience",0.123,,
"MYS","Malaysia","02-2","motivation/commitment",0.034,,
"MYS","Malaysia","02-3","self-management/rigour",0.007,,
"MYS","Malaysia","02-4","values",0.151,,
"MYS","Malaysia","02","attitudes",0.13,,
"MYS","Malaysia","03-1","clerical",0.067,,
"MYS","Malaysia","03-2","customer and personal service",0.1,,
"MYS","Malaysia","03-3","sales and marketing",0.076,,
"MYS","Malaysia","03","business processes",0.163,,
"MYS","Malaysia","04-1","learning",0.194,,
"MYS","Malaysia","04-2","originality",0.147,,
"MYS","Malaysia","04-3","quantitative abilities",0.013,,
"MYS","Malaysia","04-4","reasoning and problem-solving",0.077,,
"MYS","Malaysia","04","cognitive skills",0.218,,
"MYS","Malaysia","05-1","active listening",-0.021,,
"MYS","Malaysia","05-2","communications and media",0.036,,
"MYS","Malaysia","05-3","reading comprehension",0.168,,
"MYS","Malaysia","05-4","speaking",0.078,,
"MYS","Malaysia","05-5","writing",0.05,,
"MYS","Malaysia","05","communication skills",0.107,,
"MYS","Malaysia","06-1","computer programming",0.064,,
"MYS","Malaysia","06-2","digital content creation",-0.017,,
"MYS","Malaysia","06-3","digital data processing",0.046,,
"MYS","Malaysia","06-4","ict safety, networks and servers",0.005,,
"MYS","Malaysia","06-5","office tools and collaboration software",0.05,,
"MYS","Malaysia","06-6","web development and cloud technologies",0.05,,
"MYS","Malaysia","06","digital skills",0.062,,
"MYS","Malaysia","07-1","law and government",0.033,,
"MYS","Malaysia","07-2","public safety and security",-0.197,,
"MYS","Malaysia","07","law and public safety knowledge",-0.144,,
"MYS","Malaysia","08-1","medicine and dentistry",0.024,,
"MYS","Malaysia","08-2","psychology, therapy, counselling",0.056,,
"MYS","Malaysia","08","medicine knowledge",0.08,,
"MYS","Malaysia","09-1","auditory and speech abilities",0.025,,
"MYS","Malaysia","09-2","physical abilities",-0.044,,
"MYS","Malaysia","09-3","psychomotor abilities",-0.139,,
"MYS","Malaysia","09","physical skills",-0.094,,
"MYS","Malaysia","10-1","building and construction",-0.135,,
"MYS","Malaysia","10-2","design",0.103,,
"MYS","Malaysia","10-3","engineering, mechanics and technology",-0.055,,
"MYS","Malaysia","10-4","food production",0.121,,
"MYS","Malaysia","10-5","installation and maintenance",-0.146,,
"MYS","Malaysia","10-6","production and processing",-0.138,,
"MYS","Malaysia","10-7","quality control analysis",0.022,,
"MYS","Malaysia","10-8","telecommunications",0.015,,
"MYS","Malaysia","10-9","transportation",-0.256,,
